CREATED_TIMESTAMP,METRIC_VALUE_FLOAT
21-MAY-19 01.00.00 PM,1.54
21-MAY-19 12.40.00 PM,1.38
21-MAY-19 12.35.00 PM,0.95
21-MAY-19 12.45.00 PM,1.96
21-MAY-19 12.15.00 PM,1.17
21-MAY-19 12.00.00 PM,1.06
21-MAY-19 11.45.00 AM,1.49
21-MAY-19 11.30.00 AM,1.27
21-MAY-19 11.15.00 AM,1.38
21-MAY-19 11.00.00 AM,2.13
21-MAY-19 10.45.00 AM,1.42
21-MAY-19 10.30.00 AM,1.35
21-MAY-19 10.15.00 AM,1.86
21-MAY-19 10.00.00 AM,1.8
21-MAY-19 09.45.00 AM,1.54
21-MAY-19 09.30.00 AM,1.6
21-MAY-19 09.15.00 AM,1.1
21-MAY-19 09.00.00 AM,1.08
21-MAY-19 08.45.00 AM,1.31
21-MAY-19 08.30.00 AM,1.09
21-MAY-19 08.15.00 AM,1.23
21-MAY-19 07.45.00 AM,0.96
21-MAY-19 08.00.00 AM,0.95
21-MAY-19 07.30.00 AM,0.99
21-MAY-19 07.00.00 AM,0.92
21-MAY-19 07.15.00 AM,1.21
21-MAY-19 06.30.00 AM,0.47
21-MAY-19 06.45.00 AM,0.58
21-MAY-19 06.00.00 AM,0.34
21-MAY-19 06.15.00 AM,0.56
21-MAY-19 05.30.00 AM,0.42
21-MAY-19 05.45.00 AM,0.25
21-MAY-19 05.15.00 AM,0.37
21-MAY-19 04.45.00 AM,0.35
21-MAY-19 05.00.00 AM,0.27
21-MAY-19 04.30.00 AM,0.53
21-MAY-19 04.00.00 AM,0.25
21-MAY-19 04.15.00 AM,0.32
21-MAY-19 03.45.00 AM,0.33
21-MAY-19 03.15.00 AM,0.43
21-MAY-19 03.30.00 AM,0.45
21-MAY-19 02.45.00 AM,1.04
21-MAY-19 03.00.00 AM,0.39
21-MAY-19 12.30.00 AM,0.72
21-MAY-19 02.30.00 AM,0.37
21-MAY-19 12.00.00 AM,2.05
21-MAY-19 12.15.00 AM,1.77
22-MAY-19 11.40.00 PM,1.56
22-MAY-19 11.45.00 PM,0.97
22-MAY-19 11.35.00 PM,0.83
22-MAY-19 11.50.00 PM,0.57
22-MAY-19 11.55.00 PM,0.67
22-MAY-19 11.00.00 PM,1.69
22-MAY-19 11.05.00 PM,1.26
22-MAY-19 11.10.00 PM,1.41
22-MAY-19 11.15.00 PM,1.44
22-MAY-19 11.20.00 PM,0.81
22-MAY-19 11.25.00 PM,0.96
22-MAY-19 11.30.00 PM,1.22
22-MAY-19 10.35.00 PM,1.05
22-MAY-19 10.40.00 PM,1.85
22-MAY-19 10.45.00 PM,1.7
22-MAY-19 10.55.00 PM,1.4
22-MAY-19 10.50.00 PM,0.85
22-MAY-19 09.55.00 PM,2.11
22-MAY-19 09.50.00 PM,1.68
22-MAY-19 10.00.00 PM,2.46
22-MAY-19 10.15.00 PM,2.31
22-MAY-19 10.05.00 PM,1.84
22-MAY-19 10.10.00 PM,2.03
22-MAY-19 10.20.00 PM,1.13
22-MAY-19 10.25.00 PM,1.4
22-MAY-19 10.30.00 PM,1.82
22-MAY-19 09.20.00 PM,2.43
22-MAY-19 09.25.00 PM,3.27
22-MAY-19 09.30.00 PM,3.23
22-MAY-19 09.35.00 PM,1.95
22-MAY-19 09.40.00 PM,2.5
22-MAY-19 09.45.00 PM,2.39
22-MAY-19 08.45.00 PM,1.87
22-MAY-19 08.50.00 PM,1.62
22-MAY-19 08.55.00 PM,2.09
22-MAY-19 09.00.00 PM,3.22
22-MAY-19 09.05.00 PM,2.65
22-MAY-19 09.10.00 PM,3.34
22-MAY-19 09.15.00 PM,3.79
22-MAY-19 08.35.00 PM,1.14
22-MAY-19 08.40.00 PM,1.49
22-MAY-19 08.20.00 PM,1.37
22-MAY-19 08.25.00 PM,1.52
22-MAY-19 08.30.00 PM,1.49
22-MAY-19 07.45.00 PM,1.94
22-MAY-19 07.35.00 PM,1.89
22-MAY-19 07.40.00 PM,2.37
22-MAY-19 07.55.00 PM,1.81
22-MAY-19 08.00.00 PM,1.75
22-MAY-19 07.50.00 PM,1.55
22-MAY-19 08.05.00 PM,1.94
22-MAY-19 08.10.00 PM,1.96
22-MAY-19 08.15.00 PM,1.86
22-MAY-19 07.20.00 PM,1.95
22-MAY-19 07.25.00 PM,2.26
22-MAY-19 07.30.00 PM,2.8
22-MAY-19 06.35.00 PM,1.61
22-MAY-19 06.40.00 PM,1.94
22-MAY-19 06.45.00 PM,2.18
22-MAY-19 07.00.00 PM,2.03
22-MAY-19 06.50.00 PM,1.37
22-MAY-19 06.55.00 PM,2.1
22-MAY-19 07.05.00 PM,1.52
22-MAY-19 07.10.00 PM,1.95
22-MAY-19 07.15.00 PM,2.72
22-MAY-19 05.50.00 PM,1.72
22-MAY-19 06.00.00 PM,2.35
22-MAY-19 06.05.00 PM,1.63
22-MAY-19 06.15.00 PM,2.3
22-MAY-19 06.10.00 PM,2.08
22-MAY-19 06.20.00 PM,1.26
22-MAY-19 06.25.00 PM,1.95
22-MAY-19 06.30.00 PM,2.45
22-MAY-19 05.40.00 PM,1.59
22-MAY-19 05.35.00 PM,1.18
22-MAY-19 05.45.00 PM,1.97
22-MAY-19 05.55.00 PM,2.21
22-MAY-19 04.50.00 PM,1.49
22-MAY-19 04.55.00 PM,1.39
22-MAY-19 05.00.00 PM,2.1
22-MAY-19 05.10.00 PM,2.12
22-MAY-19 05.05.00 PM,1.79
22-MAY-19 05.15.00 PM,2.06
22-MAY-19 05.20.00 PM,1.2
22-MAY-19 05.30.00 PM,1.57
22-MAY-19 05.25.00 PM,1.52
22-MAY-19 04.05.00 PM,2.09
22-MAY-19 04.10.00 PM,2.09
22-MAY-19 04.20.00 PM,1.6
22-MAY-19 04.25.00 PM,1.69
22-MAY-19 04.30.00 PM,2.23
22-MAY-19 04.35.00 PM,1.65
22-MAY-19 04.45.00 PM,1.88
22-MAY-19 04.40.00 PM,1.57
22-MAY-19 03.45.00 PM,2.18
22-MAY-19 03.50.00 PM,1.78
22-MAY-19 03.55.00 PM,2.38
22-MAY-19 04.00.00 PM,2.54
22-MAY-19 04.15.00 PM,2.53
22-MAY-19 03.05.00 PM,1.16
22-MAY-19 03.10.00 PM,1.55
22-MAY-19 03.15.00 PM,2.09
22-MAY-19 03.20.00 PM,1.67
22-MAY-19 03.25.00 PM,2.27
22-MAY-19 03.30.00 PM,2.08
22-MAY-19 03.35.00 PM,1.95
22-MAY-19 03.40.00 PM,1.76
22-MAY-19 02.35.00 PM,0.94
22-MAY-19 02.45.00 PM,0.9
22-MAY-19 02.40.00 PM,1.13
22-MAY-19 02.50.00 PM,0.91
22-MAY-19 02.55.00 PM,1.19
22-MAY-19 03.00.00 PM,1.43
22-MAY-19 02.00.00 PM,1.97
22-MAY-19 02.15.00 PM,2.05
22-MAY-19 02.10.00 PM,1.83
22-MAY-19 02.05.00 PM,1.62
22-MAY-19 02.20.00 PM,1.46
22-MAY-19 02.30.00 PM,1.14
22-MAY-19 02.25.00 PM,1.67
22-MAY-19 01.50.00 PM,0.99
22-MAY-19 01.55.00 PM,0.9
22-MAY-19 01.20.00 PM,1.31
22-MAY-19 01.25.00 PM,1.48
22-MAY-19 01.30.00 PM,1.21
22-MAY-19 01.35.00 PM,0.86
22-MAY-19 01.40.00 PM,1.13
22-MAY-19 01.45.00 PM,0.96
22-MAY-19 12.50.00 PM,0.79
22-MAY-19 12.55.00 PM,0.98
22-MAY-19 01.00.00 PM,1.7
22-MAY-19 01.05.00 PM,1.3
22-MAY-19 01.10.00 PM,1.46
22-MAY-19 01.15.00 PM,2.06
22-MAY-19 12.45.00 PM,0.99
22-MAY-19 12.40.00 PM,1.08
22-MAY-19 12.35.00 PM,0.98
22-MAY-19 12.30.00 PM,1.22
22-MAY-19 12.15.00 PM,1.71
22-MAY-19 12.20.00 PM,1.17
22-MAY-19 12.25.00 PM,1.25
22-MAY-19 11.50.00 AM,0.69
22-MAY-19 11.55.00 AM,1.11
22-MAY-19 12.00.00 PM,2.46
22-MAY-19 12.05.00 PM,1.54
22-MAY-19 12.10.00 PM,1.77
22-MAY-19 11.45.00 AM,1.66
22-MAY-19 11.40.00 AM,0.89
22-MAY-19 11.35.00 AM,0.57
22-MAY-19 11.20.00 AM,1.42
22-MAY-19 11.25.00 AM,0.9
22-MAY-19 11.30.00 AM,1.69
22-MAY-19 10.50.00 AM,0.69
22-MAY-19 10.55.00 AM,1.44
22-MAY-19 11.00.00 AM,1.52
22-MAY-19 11.05.00 AM,1.24
22-MAY-19 11.10.00 AM,1.76
22-MAY-19 11.15.00 AM,2.03
22-MAY-19 10.20.00 AM,1.13
22-MAY-19 10.25.00 AM,1.67
22-MAY-19 10.30.00 AM,1.63
22-MAY-19 10.35.00 AM,1.03
22-MAY-19 10.40.00 AM,1.39
22-MAY-19 10.45.00 AM,1.34
22-MAY-19 09.45.00 AM,1.07
22-MAY-19 09.55.00 AM,0.88
22-MAY-19 10.00.00 AM,1.16
22-MAY-19 09.50.00 AM,0.9
22-MAY-19 10.15.00 AM,1.7
22-MAY-19 10.05.00 AM,1.22
22-MAY-19 10.10.00 AM,1.35
22-MAY-19 09.10.00 AM,0.98
22-MAY-19 09.05.00 AM,0.85
22-MAY-19 09.15.00 AM,1.32
22-MAY-19 09.30.00 AM,0.87
22-MAY-19 09.20.00 AM,1.02
22-MAY-19 09.25.00 AM,1.03
22-MAY-19 09.35.00 AM,0.75
22-MAY-19 09.40.00 AM,0.73
22-MAY-19 08.35.00 AM,0.76
22-MAY-19 08.40.00 AM,1.04
22-MAY-19 08.45.00 AM,1.08
22-MAY-19 08.50.00 AM,1.34
22-MAY-19 08.55.00 AM,1.44
22-MAY-19 09.00.00 AM,1.5
22-MAY-19 07.50.00 AM,0.96
22-MAY-19 07.55.00 AM,1.06
22-MAY-19 08.05.00 AM,1.46
22-MAY-19 08.10.00 AM,1.31
22-MAY-19 08.15.00 AM,1.48
22-MAY-19 08.25.00 AM,0.87
22-MAY-19 08.20.00 AM,0.9
22-MAY-19 08.30.00 AM,1.12
22-MAY-19 07.20.00 AM,0.59
22-MAY-19 07.25.00 AM,0.65
22-MAY-19 07.30.00 AM,1.06
22-MAY-19 07.35.00 AM,0.56
22-MAY-19 07.40.00 AM,0.9
22-MAY-19 07.45.00 AM,1.16
22-MAY-19 08.00.00 AM,1.49
22-MAY-19 06.50.00 AM,0.53
22-MAY-19 06.55.00 AM,0.61
22-MAY-19 07.00.00 AM,0.94
22-MAY-19 07.05.00 AM,0.78
22-MAY-19 07.10.00 AM,0.95
22-MAY-19 07.15.00 AM,0.82
22-MAY-19 06.05.00 AM,0.34
22-MAY-19 06.10.00 AM,0.4
22-MAY-19 06.20.00 AM,0.19
22-MAY-19 06.25.00 AM,0.28
22-MAY-19 06.30.00 AM,0.56
22-MAY-19 06.45.00 AM,0.58
22-MAY-19 06.35.00 AM,0.17
22-MAY-19 06.40.00 AM,0.39
22-MAY-19 05.45.00 AM,0.39
22-MAY-19 05.35.00 AM,0.16
22-MAY-19 05.40.00 AM,0.2
22-MAY-19 05.55.00 AM,0.18
22-MAY-19 06.00.00 AM,0.34
22-MAY-19 06.15.00 AM,0.34
22-MAY-19 04.55.00 AM,0.22
22-MAY-19 04.50.00 AM,0.11
22-MAY-19 05.00.00 AM,0.3
22-MAY-19 05.05.00 AM,0.39
22-MAY-19 05.10.00 AM,0.33
22-MAY-19 05.15.00 AM,0.29
22-MAY-19 05.25.00 AM,0.21
22-MAY-19 05.20.00 AM,0.17
22-MAY-19 05.30.00 AM,0.25
22-MAY-19 04.30.00 AM,0.22
22-MAY-19 04.20.00 AM,0.18
22-MAY-19 04.25.00 AM,0.19
22-MAY-19 04.40.00 AM,0.26
22-MAY-19 04.35.00 AM,0.18
22-MAY-19 04.45.00 AM,0.25
22-MAY-19 03.50.00 AM,0.16
22-MAY-19 03.55.00 AM,0.19
22-MAY-19 04.00.00 AM,0.33
22-MAY-19 04.05.00 AM,0.33
22-MAY-19 04.10.00 AM,0.36
22-MAY-19 04.15.00 AM,0.28
22-MAY-19 03.00.00 AM,0.51
22-MAY-19 03.15.00 AM,0.4
22-MAY-19 03.05.00 AM,0.52
22-MAY-19 03.10.00 AM,0.52
22-MAY-19 03.20.00 AM,0.37
22-MAY-19 03.25.00 AM,0.31
22-MAY-19 03.30.00 AM,0.33
22-MAY-19 03.35.00 AM,0.31
22-MAY-19 03.45.00 AM,0.25
22-MAY-19 03.40.00 AM,0.23
22-MAY-19 02.25.00 AM,0.37
22-MAY-19 02.40.00 AM,0.32
22-MAY-19 02.45.00 AM,0.36
22-MAY-19 02.35.00 AM,0.25
22-MAY-19 02.55.00 AM,0.45
22-MAY-19 02.50.00 AM,0.36
22-MAY-19 01.35.00 AM,0.44
22-MAY-19 01.40.00 AM,0.57
22-MAY-19 01.45.00 AM,0.62
22-MAY-19 01.55.00 AM,0.61
22-MAY-19 01.50.00 AM,0.52
22-MAY-19 02.00.00 AM,0.77
22-MAY-19 02.10.00 AM,0.76
22-MAY-19 02.15.00 AM,0.83
22-MAY-19 02.30.00 AM,0.3
22-MAY-19 02.20.00 AM,0.36
22-MAY-19 01.05.00 AM,0.62
22-MAY-19 01.10.00 AM,0.6
22-MAY-19 01.15.00 AM,0.65
22-MAY-19 01.25.00 AM,0.62
22-MAY-19 01.30.00 AM,0.57
22-MAY-19 01.20.00 AM,0.46
22-MAY-19 12.35.00 AM,0.68
22-MAY-19 12.40.00 AM,0.84
22-MAY-19 12.45.00 AM,0.83
22-MAY-19 12.55.00 AM,0.45
22-MAY-19 01.00.00 AM,0.59
22-MAY-19 12.50.00 AM,0.65
22-MAY-19 12.00.00 AM,1.06
22-MAY-19 12.15.00 AM,1.06
22-MAY-19 12.05.00 AM,1.1
22-MAY-19 12.10.00 AM,0.84
22-MAY-19 12.20.00 AM,0.65
22-MAY-19 12.25.00 AM,0.93
22-MAY-19 12.30.00 AM,0.94
23-MAY-19 11.50.00 PM,1.32
23-MAY-19 11.55.00 PM,1.33
23-MAY-19 11.35.00 PM,1.17
23-MAY-19 11.40.00 PM,1.2
23-MAY-19 11.45.00 PM,1.16
23-MAY-19 11.20.00 PM,1.26
23-MAY-19 11.25.00 PM,1.4
23-MAY-19 11.30.00 PM,1.26
23-MAY-19 11.05.00 PM,1.38
23-MAY-19 11.10.00 PM,1.3
23-MAY-19 11.15.00 PM,1.31
23-MAY-19 10.35.00 PM,1.75
23-MAY-19 10.40.00 PM,1.61
23-MAY-19 10.45.00 PM,1.44
23-MAY-19 10.55.00 PM,1.5
23-MAY-19 10.50.00 PM,1.14
23-MAY-19 11.00.00 PM,1.68
23-MAY-19 10.15.00 PM,1.3
23-MAY-19 10.05.00 PM,1.45
23-MAY-19 10.10.00 PM,1.18
23-MAY-19 10.20.00 PM,1.65
23-MAY-19 10.25.00 PM,1.12
23-MAY-19 10.30.00 PM,1.33
23-MAY-19 09.50.00 PM,1.19
23-MAY-19 09.55.00 PM,1.15
23-MAY-19 10.00.00 PM,1.08
23-MAY-19 09.20.00 PM,1.71
23-MAY-19 09.25.00 PM,1.55
23-MAY-19 09.30.00 PM,1.47
23-MAY-19 09.35.00 PM,1.51
23-MAY-19 09.40.00 PM,1.63
23-MAY-19 09.45.00 PM,1.59
23-MAY-19 09.15.00 PM,2.57
23-MAY-19 08.35.00 PM,2.25
23-MAY-19 08.40.00 PM,2.47
23-MAY-19 08.45.00 PM,2.55
23-MAY-19 08.50.00 PM,2.56
23-MAY-19 08.55.00 PM,2.23
23-MAY-19 09.00.00 PM,2.35
23-MAY-19 09.05.00 PM,3.2
23-MAY-19 09.10.00 PM,3.03
23-MAY-19 08.05.00 PM,3.03
23-MAY-19 08.10.00 PM,2.79
23-MAY-19 08.15.00 PM,2.36
23-MAY-19 08.30.00 PM,2.34
23-MAY-19 08.20.00 PM,2.11
23-MAY-19 08.25.00 PM,1.87
23-MAY-19 07.20.00 PM,1.53
23-MAY-19 07.25.00 PM,1.41
23-MAY-19 07.30.00 PM,2.02
23-MAY-19 07.35.00 PM,1.88
23-MAY-19 07.40.00 PM,1.97
23-MAY-19 07.45.00 PM,1.76
23-MAY-19 08.00.00 PM,2.88
23-MAY-19 07.50.00 PM,2.17
23-MAY-19 07.55.00 PM,2.52
23-MAY-19 06.50.00 PM,1.34
23-MAY-19 06.55.00 PM,1.54
23-MAY-19 07.00.00 PM,1.67
23-MAY-19 07.05.00 PM,1.85
23-MAY-19 07.10.00 PM,1.77
23-MAY-19 07.15.00 PM,1.84
23-MAY-19 06.00.00 PM,1.28
23-MAY-19 06.15.00 PM,1.12
23-MAY-19 06.05.00 PM,1.22
23-MAY-19 06.10.00 PM,1.19
23-MAY-19 06.20.00 PM,1.24
23-MAY-19 06.35.00 PM,1.45
23-MAY-19 06.40.00 PM,1.35
23-MAY-19 06.45.00 PM,1.25
23-MAY-19 05.30.00 PM,1.24
23-MAY-19 05.45.00 PM,1.36
23-MAY-19 05.35.00 PM,1.29
23-MAY-19 05.40.00 PM,1.29
23-MAY-19 05.50.00 PM,1.59
23-MAY-19 05.55.00 PM,1.57
23-MAY-19 04.45.00 PM,2.16
23-MAY-19 04.35.00 PM,1.74
23-MAY-19 04.40.00 PM,2.03
23-MAY-19 04.50.00 PM,1.12
23-MAY-19 04.55.00 PM,1.44
23-MAY-19 05.00.00 PM,1.32
23-MAY-19 03.50.00 PM,1.07
23-MAY-19 04.00.00 PM,1.83
23-MAY-19 04.15.00 PM,1.95
23-MAY-19 04.10.00 PM,1.37
23-MAY-19 04.05.00 PM,1.15
23-MAY-19 04.20.00 PM,1.65
23-MAY-19 04.25.00 PM,2.14
23-MAY-19 04.30.00 PM,2.56
23-MAY-19 03.20.00 PM,1.05
23-MAY-19 03.25.00 PM,1.22
23-MAY-19 03.30.00 PM,1.35
23-MAY-19 03.35.00 PM,0.94
23-MAY-19 03.40.00 PM,1.7
23-MAY-19 03.45.00 PM,2.01
23-MAY-19 03.55.00 PM,1.38
23-MAY-19 03.00.00 PM,0.68
23-MAY-19 02.50.00 PM,1.08
23-MAY-19 02.55.00 PM,0.99
23-MAY-19 03.05.00 PM,1.07
23-MAY-19 03.10.00 PM,1.19
23-MAY-19 03.15.00 PM,1.16
23-MAY-19 02.10.00 PM,1.19
23-MAY-19 02.05.00 PM,1.23
23-MAY-19 02.15.00 PM,1.46
23-MAY-19 02.25.00 PM,1.21
23-MAY-19 02.20.00 PM,0.97
23-MAY-19 02.30.00 PM,0.99
23-MAY-19 02.45.00 PM,1.37
23-MAY-19 02.35.00 PM,0.78
23-MAY-19 02.40.00 PM,0.96
23-MAY-19 01.40.00 PM,0.89
23-MAY-19 01.45.00 PM,1.02
23-MAY-19 02.00.00 PM,1.63
23-MAY-19 01.50.00 PM,0.93
23-MAY-19 01.55.00 PM,1.43
23-MAY-19 01.00.00 PM,1.24
23-MAY-19 01.05.00 PM,0.96
23-MAY-19 01.10.00 PM,1.62
23-MAY-19 01.15.00 PM,1.57
23-MAY-19 01.20.00 PM,1.48
23-MAY-19 01.25.00 PM,1.25
23-MAY-19 01.30.00 PM,0.77
23-MAY-19 01.35.00 PM,0.67
23-MAY-19 12.45.00 PM,1.59
23-MAY-19 12.35.00 PM,0.72
23-MAY-19 12.40.00 PM,0.97
23-MAY-19 12.55.00 PM,1.46
23-MAY-19 12.50.00 PM,1.45
23-MAY-19 11.55.00 AM,1.71
23-MAY-19 11.50.00 AM,1.3
23-MAY-19 12.00.00 PM,1.63
23-MAY-19 12.10.00 PM,2.11
23-MAY-19 12.15.00 PM,1.35
23-MAY-19 12.05.00 PM,1.08
23-MAY-19 12.20.00 PM,0.88
23-MAY-19 12.30.00 PM,1.01
23-MAY-19 12.25.00 PM,0.84
23-MAY-19 11.20.00 AM,1.43
23-MAY-19 11.30.00 AM,1.13
23-MAY-19 11.35.00 AM,0.75
23-MAY-19 11.40.00 AM,1.18
23-MAY-19 11.45.00 AM,1.64
23-MAY-19 10.50.00 AM,1.21
23-MAY-19 10.55.00 AM,0.84
23-MAY-19 11.00.00 AM,1.08
23-MAY-19 11.05.00 AM,0.74
23-MAY-19 11.10.00 AM,1.18
23-MAY-19 11.15.00 AM,1.29
23-MAY-19 11.25.00 AM,0.93
23-MAY-19 10.20.00 AM,1.49
23-MAY-19 10.30.00 AM,0.87
23-MAY-19 10.25.00 AM,1.11
23-MAY-19 10.35.00 AM,0.69
23-MAY-19 10.40.00 AM,0.89
23-MAY-19 10.45.00 AM,1.47
23-MAY-19 10.05.00 AM,1.42
23-MAY-19 10.15.00 AM,1.66
23-MAY-19 10.10.00 AM,1.34
23-MAY-19 10.00.00 AM,1.41
23-MAY-19 09.50.00 AM,0.84
23-MAY-19 09.55.00 AM,1.03
23-MAY-19 09.35.00 AM,1.07
23-MAY-19 09.45.00 AM,0.98
23-MAY-19 09.25.00 AM,1.82
23-MAY-19 09.30.00 AM,1.59
23-MAY-19 09.20.00 AM,1.46
23-MAY-19 09.40.00 AM,0.98
23-MAY-19 08.50.00 AM,0.98
23-MAY-19 08.55.00 AM,1
23-MAY-19 09.00.00 AM,0.96
23-MAY-19 09.15.00 AM,1.35
23-MAY-19 09.05.00 AM,1.14
23-MAY-19 09.10.00 AM,1.25
23-MAY-19 08.40.00 AM,0.89
23-MAY-19 08.35.00 AM,0.7
23-MAY-19 08.45.00 AM,1.12
23-MAY-19 08.00.00 AM,1.6
23-MAY-19 08.05.00 AM,1.04
23-MAY-19 08.15.00 AM,1.23
23-MAY-19 08.10.00 AM,1.27
23-MAY-19 08.25.00 AM,0.75
23-MAY-19 08.20.00 AM,0.73
23-MAY-19 08.30.00 AM,1.38
23-MAY-19 07.50.00 AM,1.07
23-MAY-19 07.55.00 AM,1.35
23-MAY-19 07.40.00 AM,1.54
23-MAY-19 07.45.00 AM,1.37
23-MAY-19 07.35.00 AM,1.12
23-MAY-19 07.20.00 AM,0.56
23-MAY-19 07.25.00 AM,0.86
23-MAY-19 07.30.00 AM,1.02
23-MAY-19 07.05.00 AM,0.67
23-MAY-19 07.10.00 AM,0.77
23-MAY-19 07.15.00 AM,0.74
23-MAY-19 06.35.00 AM,0.49
23-MAY-19 06.40.00 AM,0.58
23-MAY-19 06.45.00 AM,0.55
23-MAY-19 06.50.00 AM,0.39
23-MAY-19 06.55.00 AM,0.49
23-MAY-19 07.00.00 AM,0.65
23-MAY-19 06.25.00 AM,0.36
23-MAY-19 06.20.00 AM,0.43
23-MAY-19 06.00.00 AM,0.34
23-MAY-19 06.05.00 AM,0.45
23-MAY-19 06.10.00 AM,0.57
23-MAY-19 06.15.00 AM,0.52
23-MAY-19 06.30.00 AM,0.51
23-MAY-19 05.20.00 AM,0.23
23-MAY-19 05.30.00 AM,0.22
23-MAY-19 05.40.00 AM,0.21
23-MAY-19 05.35.00 AM,0.16
23-MAY-19 05.45.00 AM,0.31
23-MAY-19 05.50.00 AM,0.26
23-MAY-19 05.55.00 AM,0.55
23-MAY-19 04.50.00 AM,0.14
23-MAY-19 04.55.00 AM,0.17
23-MAY-19 05.00.00 AM,0.28
23-MAY-19 05.10.00 AM,0.47
23-MAY-19 05.05.00 AM,0.41
23-MAY-19 05.15.00 AM,0.47
23-MAY-19 05.25.00 AM,0.21
23-MAY-19 04.20.00 AM,0.28
23-MAY-19 04.25.00 AM,0.26
23-MAY-19 04.30.00 AM,0.36
23-MAY-19 04.35.00 AM,0.24
23-MAY-19 04.45.00 AM,0.37
23-MAY-19 04.40.00 AM,0.36
23-MAY-19 03.35.00 AM,0.32
23-MAY-19 03.40.00 AM,0.33
23-MAY-19 03.45.00 AM,0.47
23-MAY-19 03.50.00 AM,0.34
23-MAY-19 03.55.00 AM,0.33
23-MAY-19 04.00.00 AM,0.45
23-MAY-19 04.10.00 AM,0.48
23-MAY-19 04.15.00 AM,0.35
23-MAY-19 04.05.00 AM,0.52
23-MAY-19 02.55.00 AM,0.35
23-MAY-19 03.00.00 AM,0.41
23-MAY-19 03.15.00 AM,0.57
23-MAY-19 03.05.00 AM,0.51
23-MAY-19 03.10.00 AM,0.53
23-MAY-19 03.25.00 AM,0.33
23-MAY-19 03.20.00 AM,0.33
23-MAY-19 03.30.00 AM,0.4
23-MAY-19 02.20.00 AM,0.36
23-MAY-19 02.25.00 AM,0.37
23-MAY-19 02.30.00 AM,0.42
23-MAY-19 02.35.00 AM,0.41
23-MAY-19 02.40.00 AM,0.39
23-MAY-19 02.45.00 AM,0.56
23-MAY-19 02.50.00 AM,0.36
23-MAY-19 01.35.00 AM,0.28
23-MAY-19 01.40.00 AM,0.43
23-MAY-19 01.55.00 AM,0.42
23-MAY-19 01.50.00 AM,0.35
23-MAY-19 02.00.00 AM,0.72
23-MAY-19 02.10.00 AM,0.8
23-MAY-19 02.15.00 AM,0.6
23-MAY-19 01.30.00 AM,0.62
23-MAY-19 01.20.00 AM,0.32
23-MAY-19 01.25.00 AM,0.48
23-MAY-19 01.45.00 AM,0.61
23-MAY-19 12.45.00 AM,0.64
23-MAY-19 12.35.00 AM,0.46
23-MAY-19 12.40.00 AM,0.71
23-MAY-19 01.00.00 AM,0.8
23-MAY-19 12.50.00 AM,0.3
23-MAY-19 12.55.00 AM,0.64
23-MAY-19 01.05.00 AM,0.8
23-MAY-19 01.10.00 AM,0.77
23-MAY-19 01.15.00 AM,0.69
23-MAY-19 12.20.00 AM,0.54
23-MAY-19 12.25.00 AM,0.59
23-MAY-19 12.30.00 AM,0.58
23-MAY-19 12.05.00 AM,0.76
23-MAY-19 12.10.00 AM,0.83
23-MAY-19 12.15.00 AM,0.89
23-MAY-19 12.00.00 AM,0.93
24-MAY-19 11.20.00 PM,1.06
24-MAY-19 11.25.00 PM,1.05
24-MAY-19 11.30.00 PM,1.02
24-MAY-19 11.35.00 PM,0.99
24-MAY-19 11.40.00 PM,0.98
24-MAY-19 11.45.00 PM,1.09
24-MAY-19 11.55.00 PM,1.67
24-MAY-19 11.50.00 PM,1.05
24-MAY-19 10.35.00 PM,1.59
24-MAY-19 10.40.00 PM,1.51
24-MAY-19 10.45.00 PM,1.52
24-MAY-19 10.50.00 PM,1.52
24-MAY-19 10.55.00 PM,1.24
24-MAY-19 11.00.00 PM,1.28
24-MAY-19 11.05.00 PM,1.36
24-MAY-19 11.10.00 PM,1.51
24-MAY-19 11.15.00 PM,1.21
24-MAY-19 10.05.00 PM,1.96
24-MAY-19 10.10.00 PM,1.9
24-MAY-19 10.15.00 PM,2.18
24-MAY-19 10.30.00 PM,1.66
24-MAY-19 10.20.00 PM,1.92
24-MAY-19 10.25.00 PM,2.02
24-MAY-19 10.00.00 PM,1.86
24-MAY-19 09.20.00 PM,2.05
24-MAY-19 09.25.00 PM,2.1
24-MAY-19 09.30.00 PM,1.57
24-MAY-19 09.35.00 PM,1.59
24-MAY-19 09.40.00 PM,1.96
24-MAY-19 09.45.00 PM,2.03
24-MAY-19 09.50.00 PM,1.84
24-MAY-19 09.55.00 PM,1.8
24-MAY-19 08.55.00 PM,2.18
24-MAY-19 09.00.00 PM,2.45
24-MAY-19 08.50.00 PM,2.26
24-MAY-19 09.05.00 PM,2.52
24-MAY-19 09.10.00 PM,2.25
24-MAY-19 09.15.00 PM,2.55
24-MAY-19 08.05.00 PM,1.99
24-MAY-19 08.10.00 PM,1.96
24-MAY-19 08.15.00 PM,2.19
24-MAY-19 08.20.00 PM,2.55
24-MAY-19 08.25.00 PM,2.11
24-MAY-19 08.30.00 PM,1.7
24-MAY-19 08.35.00 PM,1.97
24-MAY-19 08.40.00 PM,1.78
24-MAY-19 08.45.00 PM,2.23
24-MAY-19 07.50.00 PM,1.94
24-MAY-19 07.55.00 PM,1.8
24-MAY-19 08.00.00 PM,1.82
24-MAY-19 07.05.00 PM,1.84
24-MAY-19 07.10.00 PM,1.54
